CPF,NOME,DATA DE NASCIMENTO,RUA,BAIRRO,CIDADE,ESTADO,TELEFONE,EMAIL,PESQUISA,CANAL DE ATEDIMENTO,MÊS,CARGO,ATENDENTE,RENDA
854.702.693-29,Isaque Viana,1964-10-13,"Estrada Alícia Pinto, 430",Canaa,Ramos Verde,Acre,+55 83 91994 8031,mda-cruz@example.org,Bom,Chat,6,Técnico em tratamento de água,10,9398
265.304.789-65,Carlos Eduardo Casa Grande,1980-05-29,Via Azevedo,Petropolis,da Rocha de Moraes,Amapá,+55 (007) 90709-4316,araujopedro-lucas@example.com,Ruim,Chat,4,Penhorista,1,9417
481.053.269-06,Maria Laura Sales,1969-06-05,"Favela Teixeira, 54",Taquaril,Porto das Pedras,Sergipe,+55 (020) 90067 8209,marcos-viniciusbarros@example.org,Ruim,Call,9,Torneiro mecânico,8,8579
257.168.904-58,Mariana da Rocha,1978-09-30,"Recanto Monteiro, 75",Oeste,Mendes da Prata,Distrito Federal,+55 (21) 9 8936 4235,ana-livia44@example.com,Regular,Email,3,Sapateiro,6,8547
813.097.254-97,Agatha Marques,1953-08-19,"Viela de Farias, 81",Vila Havaí,Ferreira das Pedras,Tocantins,+55 (32) 94934 6438,caio60@example.com,Péssimo,Call,11,Engenheiro de produto ou produção,3,7076
572.319.086-59,Thiago Novais,1965-03-03,"Distrito de Aragão, 74",Vila Suzana Primeira Seção,Ribeiro,Rio Grande do Sul,+55 19 9 2910-0959,barrosantony@example.org,Péssimo,Call,3,Perito judicial,7,9553
983.027.561-21,Heloísa Novaes,1961-11-06,"Favela de Pires, 289",Novo São Lucas,da Mata de Santos,Sergipe,+55 39 95184-7689,caldeiramaria-isis@example.com,Ruim,Chat,2,Bombeiro,7,2177
729.653.048-00,Sra. Maria Eduarda da Paz,1993-05-09,"Condomínio de da Conceição, 597",São Benedito,Azevedo,Maranhão,+55 (42) 9 2336 1182,dantelopes@example.com,Péssimo,Call,1,Caixa,4,8144
809.675.421-11,Vinícius Fernandes,1960-07-13,"Chácara Fonseca, 67",Indaiá,Monteiro,Tocantins,+55 (022) 99715-3995,mendoncamaria-alice@example.org,Regular,Chat,9,Mestre-de-obras,8,8158
745.263.980-47,Mariane Cavalcante,1978-02-07,"Viaduto Emanuella Câmara, 1",Manacas,Macedo do Amparo,Rondônia,+55 (038) 93474 2401,davi-miguel82@example.org,Bom,Chat,1,Profissional de relações internacionais,7,8651
283.417.609-40,Augusto Lopes,1995-10-29,"Praia Pereira, 60",Santa Tereza,Gomes,Rondônia,+55 (39) 99725 2683,fernanda10@example.org,Regular,Chat,12,Fundidor de placa de gesso,10,5376
856.240.197-85,Dra. Sophia Viana,1979-05-19,Núcleo Letícia Porto,Pongelupe,Ramos,Rio Grande do Norte,+55 39 9 8240 9168,joao-lucasandrade@example.com,Péssimo,Email,3,Restaurador,6,4948
039.641.825-24,Eduardo Fogaça,1967-11-19,"Avenida Marcos Vinicius Farias, 35",Conjunto Califórnia Ii,Rocha,Distrito Federal,+55 (75) 97375 2945,mrocha@example.net,Regular,Chat,8,Marcador de luz,3,9955
985.160.732-03,Pedro Henrique Farias,1988-10-31,"Vale de Araújo, 80",Xodo-Marize,Pastor do Sul,Mato Grosso do Sul,+55 (68) 9 9315 0425,levi87@example.net,Péssimo,Chat,5,Flautista,3,5943
450.312.976-70,Vicente Silveira,2001-11-10,"Lago Ana Beatriz Cardoso, 21",Nova Cachoeirinha,Viana Verde,Alagoas,+55 41 9 8261 8745,antonella02@example.net,Ótimo,Email,7,Assistente social,3,2012
839.457.021-60,Maitê Jesus,1980-11-03,"Sítio Mariane Leão, 31",Vila De Sá,Viana,Rio Grande do Sul,+55 29 92839-0277,kborges@example.org,Bom,Call,3,Gestor ambiental,3,8834
721.846.503-07,Oliver Marques,1983-01-27,"Vila Ferreira, 83",Conjunto Minas Caixa,da Costa,Pernambuco,+55 (55) 98483 9586,mendoncabenicio@example.com,Péssimo,Chat,9,Ascensorista,7,7867
279.856.041-11,Ana Laura Gonçalves,1995-09-14,"Chácara Bernardo Jesus, 2",Vila São Paulo,da Mata,Mato Grosso,+55 (044) 90391 9457,da-cruzgabriel@example.net,Ruim,Chat,8,Alfaiate,4,2830
460.912.375-43,Gabriela Montenegro,1950-10-07,Viela Ester Lima,Jardim Montanhês,Silva de Viana,Rio Grande do Sul,+55 (37) 9 1784 2742,dviana@example.org,Bom,Chat,10,Meeiro,10,3182
375.460.182-26,Sra. Catarina Monteiro,1957-09-07,"Distrito Lunna Nunes, 478",Delta,Jesus das Pedras,Roraima,+55 (47) 97879-6849,luna37@example.net,Péssimo,Chat,1,Profissional de reciclagem,10,6417
712.894.506-76,Dr. Pedro Lucas da Luz,1945-07-13,"Distrito Casa Grande, 6",Vila Calafate,Sá do Sul,Paraíba,+55 (019) 94038-4228,meloamanda@example.org,Ótimo,Chat,5,Ciclista,7,4157
729.605.148-58,Ana Clara Monteiro,1990-08-30,"Alameda Machado, 72",Vila Nova Gameleira 2ª Seção,Sousa de Silveira,Bahia,+55 69 9 3254-7743,wsiqueira@example.net,Ruim,Email,6,Cantor,10,3090
281.970.536-77,José Miguel Carvalho,1977-03-11,"Pátio de Nogueira, 8",Buritis,Costela,Sergipe,+55 (087) 97419-0801,igormendonca@example.com,Regular,Call,3,Saxofonista,3,3791
283.654.917-37,Valentim Monteiro,1983-07-21,"Vila de Moura, 66",São Jorge 1ª Seção,Ribeiro,Minas Gerais,+55 27 9 2611 0617,orezende@example.org,Ruim,Chat,7,Tecnólogo em geoprocessamento,2,5633
631.854.970-66,Sr. Mathias da Cruz,1946-05-04,"Praça Hadassa Almeida, 117",Tiradentes,Cardoso de Goiás,Acre,+55 (033) 93828-6087,yasmin16@example.com,Ruim,Chat,9,Surfista,3,6033
589.172.460-01,Oliver Caldeira,1985-10-17,Setor Duarte,Cônego Pinheiro 2ª Seção,Vieira de Minas,Goiás,+55 (30) 98354 7492,santosanthony@example.net,Regular,Chat,10,Chefe de cozinha,8,9162
451.823.069-89,Emanuella Brito,1985-02-20,"Morro Hellena Sousa, 81",Vila Madre Gertrudes 1ª Seção,Rezende das Pedras,Rio de Janeiro,+55 77 98660 5298,casa-grandemaria-clara@example.com,Bom,Email,2,Oficial de justiça,7,2735
567.813.420-53,Srta. Mirella Cardoso,1982-03-19,"Passarela de das Neves, 97",Aparecida,Araújo,Minas Gerais,+55 78 9 7495-7138,benicio83@example.net,Ótimo,Chat,10,Agrimensor,6,9203
180.923.645-24,Pedro Miguel da Mata,1965-02-11,"Lagoa Luara Carvalho, 80",Indaiá,Castro dos Dourados,Santa Catarina,+55 (061) 96148-1741,sbarros@example.net,Bom,Call,7,Agrônomo,7,3401
458.190.637-75,Melina Cunha,1994-03-11,"Vila de da Cruz, 56",Pindura Saia,Aparecida da Serra,Ceará,+55 (067) 97952 2985,kleao@example.net,Regular,Chat,4,Oceanógrafo,10,8778
928.160.734-40,João Miguel Fogaça,1981-03-16,"Esplanada da Cruz, 6",São Pedro,Rezende,Piauí,+55 87 9 0474-7775,lcaldeira@example.com,Regular,Email,4,Xilógrafo,8,7988
096.153.724-80,Sra. Alana Câmara,1955-09-29,"Trecho Cavalcanti, 7",Outro,Silveira das Flores,Roraima,+55 14 99252-6080,cirinoaurora@example.org,Bom,Email,9,Vistoriador de sinistros,10,3978
318.267.495-19,Asafe Cunha,1951-12-20,"Loteamento de Jesus, 585",Alípio De Melo,Martins,Rio Grande do Sul,+55 06 9 0459 7317,xviana@example.net,Bom,Call,7,Papiloscopista,5,9527
345.086.217-08,Murilo Vargas,1982-06-20,Sítio Rafael da Conceição,Acaiaca,Moreira,Espírito Santo,+55 68 92100 3120,ottoda-paz@example.com,Regular,Call,9,Arrumadeira,4,4486
954.827.013-79,Ester Silva,1995-05-29,"Morro José Jesus, 9",Santo Agostinho,Pinto de Nascimento,Pernambuco,+55 (14) 98830 3685,limajulia@example.com,Péssimo,Call,11,Administrador público,3,2315
591.086.472-67,Bella Ribeiro,2005-01-02,"Avenida Caio Oliveira, 88",Fernão Dias,Nunes,Amazonas,+55 93 9 8272 6714,ana-liz77@example.org,Ruim,Email,4,Designer gráfico,3,7209
938.460.725-83,Maya da Costa,2003-08-30,"Rodovia Heitor Cassiano, 2",Santa Tereza,Martins do Galho,Minas Gerais,+55 42 99309 1173,manuellada-luz@example.net,Regular,Chat,3,Continuista,5,8939
531.790.264-99,Sr. Luigi Albuquerque,1989-01-12,"Passarela de Guerra, 30",Lagoa,Cardoso da Mata,Mato Grosso,+55 76 95137 1910,ferreirajoao@example.org,Ótimo,Email,2,Redator,8,2294
269.875.043-00,Beatriz Machado,1984-09-04,"Estação de Silva, 64",Atila De Paiva,Martins do Galho,Mato Grosso do Sul,+55 93 92557-8127,pachecogabriel@example.com,Péssimo,Email,11,Necromaquiador,4,2915
740.865.239-65,Bento Silveira,2003-03-07,"Avenida de Santos, 41",São Vicente,Costela Alegre,Paraná,+55 (073) 90594-2966,jose-pedromartins@example.net,Ruim,Email,6,Marketeiro,5,9164
986.214.075-58,Maya Costa,2005-07-28,"Jardim Luiz Gustavo Nascimento, 23",Jardim Vitoria,Martins,Rondônia,+55 84 92566 4079,leticiada-mata@example.net,Ruim,Chat,9,Brigadeiro,9,3145
729.413.605-06,Luiz Miguel Brito,1948-07-11,"Loteamento de Martins, 2",São João,Vasconcelos,Amazonas,+55 (23) 90955-9024,dante92@example.org,Ruim,Chat,2,Designer de interiores,4,6272
148.679.253-73,João Gabriel Costa,1992-04-30,"Rodovia de Freitas, 27",Vila Da Ária,Fonseca da Prata,Pernambuco,+55 99 92004-5439,costacaue@example.com,Ruim,Chat,5,Astrônomo,3,2134
428.650.379-83,Dr. Luiz Otávio Vargas,1968-12-25,"Feira de Costa, 88",Vila Ecológica,da Rosa,Amazonas,+55 33 9 5732-5556,luiz-felipe24@example.com,Regular,Email,8,Psicopedagogo,4,4032
768.032.459-00,Sara Albuquerque,1993-09-19,"Trevo Théo Peixoto, 80",Barreiro,Pereira,Rondônia,+55 (01) 9 6381-9790,ana-lizbrito@example.net,Ótimo,Chat,3,Biólogo,3,9396
396.074.518-48,Leonardo Moreira,1970-05-08,"Distrito Ayla Almeida, 8",Mariquinhas,Machado,São Paulo,+55 (58) 93930-9997,lmontenegro@example.net,Ótimo,Email,10,Delegado,8,5660
152.684.397-82,Alexandre Cardoso,1972-08-28,"Área Mendonça, 65",Vila São Gabriel Jacui,Pereira Alegre,Maranhão,+55 83 9 8791-0812,breno71@example.com,Ruim,Call,1,Trilheiro ou músico de cinema,10,3103
641.980.325-05,João Gabriel Alves,1982-07-02,Lago Ferreira,Jardim Vitoria,Aparecida,Santa Catarina,+55 31 97913-5617,rochastephany@example.org,Ruim,Call,9,Terapeuta ocupacional,2,1541
786.912.043-03,Manuella Brito,2007-02-17,"Quadra de Pereira, 824",São João,da Cunha,Bahia,+55 (74) 9 0199-9977,vda-rocha@example.com,Regular,Call,5,Fisioterapeuta,8,4716
051.672.834-26,Gabriela Sá,1960-07-04,"Condomínio Montenegro, 842",Pindorama,Andrade,Tocantins,+55 38 9 0825 1885,hadassa48@example.com,Ótimo,Email,1,Inspetor,3,4468
168.972.435-82,Sr. Cauê Vieira,1992-12-12,"Lago Machado, 72",Jardim América,Guerra,Maranhão,+55 41 90533 2211,nicole68@example.net,Péssimo,Call,6,Clap loader,4,5538
316.547.890-20,Nina Ramos,1970-07-22,"Distrito de Cunha, 55",Parque São Pedro,Rezende das Pedras,Mato Grosso do Sul,+55 (028) 90953-0556,vasconcelosgustavo-henrique@example.com,Ruim,Chat,7,Jogador de handebol,1,3517
493.127.856-64,Dr. Josué da Rosa,2004-11-27,"Praia de da Paz, 15",Venda Nova,Siqueira Verde,Mato Grosso,+55 (81) 93503 6976,costabenicio@example.net,Regular,Email,7,Pecuarista,3,3994
315.942.078-79,Pedro Henrique Duarte,1956-08-30,"Recanto de da Conceição, 78",Minas Caixa,da Cunha das Flores,Mato Grosso,+55 96 92721-5514,pachecosara@example.org,Regular,Email,5,Tesoureiro,8,7413
285.903.617-21,Enzo Gabriel da Costa,1991-04-12,"Passarela de Martins, 69",Bonfim,Pires,Amapá,+55 (009) 92390-6110,lorenzofernandes@example.org,Ruim,Email,4,Espeleologista,7,5119
796.014.358-75,Fernando Cunha,1984-08-24,"Parque Maria Liz Oliveira, 17",Acaiaca,Pereira de Cardoso,Rio de Janeiro,+55 (055) 96307 4292,rafaelagoncalves@example.net,Regular,Chat,1,Portuário,10,6889
251.937.480-23,Luiz Gustavo Costela,1952-09-05,"Estação de Câmara, 52",Goiania,Siqueira Grande,Piauí,+55 02 9 8596 4130,giovannagoncalves@example.com,Regular,Chat,1,Gerente de riscos em seguros,9,7821
731.409.528-05,Maria Helena Abreu,1961-11-17,"Residencial Bryan Dias, 20",Baleia,Novaes de Albuquerque,Tocantins,+55 68 9 0965-1715,scasa-grande@example.com,Péssimo,Call,5,Preparador de máquinas,10,8437
695.301.872-03,Sr. Luiz Henrique da Rocha,1994-09-23,"Vale Ravi Montenegro, 92",Brasil Industrial,Lima da Mata,Paraíba,+55 62 91157-5054,rioscaroline@example.com,Ruim,Email,11,Navegador,2,3977
093.174.628-04,Otto Alves,1999-04-16,"Fazenda Bernardo Cavalcanti, 902",Madre Gertrudes,Sá de Pimenta,Tocantins,+55 31 92396 7760,portoester@example.net,Ótimo,Call,10,Vendedor,3,5190
601.824.759-30,Maria Alice Dias,1997-02-19,"Pátio de da Cunha, 1",São Gonçalo,Duarte do Norte,Amazonas,+55 64 98838-7282,ana-luiza37@example.com,Regular,Call,3,Ufólogo,3,7845
682.471.930-78,Caleb Ferreira,1995-02-13,"Lagoa de Carvalho, 85",São Gabriel,Borges Alegre,Roraima,+55 90 95970 2913,elisa49@example.net,Ruim,Call,10,Estoquista,10,5916
062.875.341-17,Pietro Viana,1987-03-22,"Colônia Duarte, 5",Zilah Sposito,Cassiano,Paraíba,+55 90 90109 4732,limavinicius@example.com,Péssimo,Chat,1,Psicopedagogo,9,3377
489.125.367-37,Dr. Erick Pinto,1946-03-13,"Esplanada de Castro, 69",Vila Boa Vista,Rezende,Santa Catarina,+55 (64) 92752-3513,pporto@example.com,Regular,Call,1,Artista de circo,1,9958
572.041.369-34,Maria Júlia Garcia,2002-07-21,"Travessa Emanuelly Silva, 741",Leonina,Abreu Grande,Tocantins,+55 66 93817 5099,upereira@example.com,Péssimo,Email,1,Peixeiro,2,2288
401.735.296-07,Maria Liz Andrade,1973-01-17,"Estação Natália Monteiro, 76",Ventosa,Garcia,Sergipe,+55 (80) 90668-2827,elisa21@example.org,Bom,Chat,2,Motofrete,4,2180
741.625.983-55,Srta. Ana Sophia Correia,1980-03-26,Trevo de Aragão,Ventosa,Alves do Amparo,Rio Grande do Norte,+55 06 9 5610-9528,maria-julia91@example.org,Bom,Call,9,Degustador,10,2911
630.195.874-84,Ravi Lucca Porto,1977-12-31,"Campo Helena da Cunha, 77",Vila Boa Vista,Cardoso de Pires,Rio Grande do Sul,+55 94 9 9043-9276,moreiraclara@example.com,Regular,Call,3,Estatístico,9,7087
718.460.925-58,Ísis Brito,1966-12-30,"Residencial Pedro Barbosa, 42",Vila Copasa,Rocha,Amazonas,+55 (013) 98206-4933,freitassamuel@example.com,Péssimo,Call,8,Grafologista,3,1853
326.084.159-89,Thomas Fonseca,1994-06-23,Rua de Dias,Ribeiro De Abreu,Cassiano de Minas,Piauí,+55 92 9 1733 4155,lporto@example.org,Bom,Email,11,Policial militar,6,7380
143.957.820-60,Laís Cunha,1986-12-19,"Estrada de Silveira, 80",Vila São Gabriel,Moraes,Rio de Janeiro,+55 75 9 0658-4659,qvargas@example.com,Regular,Call,5,Ferreiro,7,7160
349.218.650-51,Matteo da Mota,1945-05-28,"Vereda da Rocha, 3",Pilar,Souza Verde,Amapá,+55 (26) 95986 2304,theosouza@example.org,Péssimo,Chat,12,Plastimodelista,10,4409
673.958.241-64,Srta. Ana Vitória Andrade,1945-08-25,"Viela Asafe Guerra, 29",Jardim Leblon,Sousa de Rios,Bahia,+55 (032) 91981-1184,hlopes@example.com,Ótimo,Chat,5,Radiologista,3,5574
251.369.047-80,Valentim Pastor,1957-08-30,"Sítio de Caldeira, 85",Itapoa,Lima,Paraná,+55 (074) 96062 8108,britomurilo@example.net,Ótimo,Chat,8,Administrador público,1,3792
087.164.235-26,Gael Henrique Moura,1962-09-01,"Pátio Cauê Cavalcanti, 93",União,Rocha da Prata,Espírito Santo,+55 (086) 96159-8949,gsouza@example.net,Regular,Chat,5,Dialoguista,1,8281
469.827.501-67,Sara Fonseca,1995-08-05,"Recanto Benjamin Sousa, 33",Nova Gameleira,Lopes,Mato Grosso,+55 68 98073-3077,heitor64@example.net,Bom,Call,7,Imunologista,1,3946
478.365.920-65,Joana Nunes,1965-11-21,Estação de Garcia,Monsenhor Messias,da Mota,Acre,+55 (87) 9 9468-2931,maria-helena77@example.org,Péssimo,Email,9,Jogador de futebol,8,7670
296.704.835-65,Dr. Luiz Fernando Rezende,1978-06-13,"Trecho Freitas, 31",Vista Alegre,Sá dos Dourados,Goiás,+55 27 9 0873 2728,fariasgustavo@example.net,Ruim,Call,12,Produtor de audio visual,5,5707
315.406.789-20,Letícia Correia,2005-05-28,"Fazenda Mendes, 794",Vila São João Batista,Cirino das Flores,Acre,+55 39 9 3982 8886,lnascimento@example.com,Ruim,Chat,1,Advogado,1,5293
076.529.843-00,Kaique Fogaça,1958-01-05,"Vila Borges, 494",Pirineus,Vargas de Minas,Pará,+55 (012) 96202 8700,tsouza@example.org,Bom,Email,12,Nutricionista,7,2880
912.430.685-15,Sr. Davi Miguel Pires,1945-05-17,"Feira Costela, 77",São Damião,Jesus,Piauí,+55 77 96531-0783,yagoda-paz@example.org,Péssimo,Chat,6,Pediatra,9,4938
643.159.082-15,Sr. Enzo Albuquerque,1995-07-01,"Viela de Rezende, 1",Luxemburgo,Aparecida Grande,São Paulo,+55 16 90245 7975,luan09@example.net,Ótimo,Call,10,Cantor,4,2697
805.192.463-06,Eduarda Cunha,1962-09-21,"Recanto Maria Julia Borges, 66",Pantanal,Siqueira,Tocantins,+55 02 98119-5512,martinsraul@example.net,Péssimo,Call,12,Maestro,10,1858
052.893.716-21,Rafael Correia,1951-03-02,"Ladeira Carvalho, 20",Pongelupe,Gomes da Mata,Sergipe,+55 55 95430 2890,da-luzlaura@example.org,Bom,Call,4,Mototaxista,10,8575
548.023.671-71,Ana Vitória Alves,1956-03-04,"Setor de Teixeira, 36",Santa Helena,Macedo,Rio Grande do Sul,+55 64 9 9108 2245,barrossarah@example.com,Ruim,Call,12,Profissional de linguística,7,2361
342.815.760-53,Alexia da Rocha,1987-07-21,"Esplanada Ana Lívia Oliveira, 22",Novo Das Industrias,Viana das Pedras,Amazonas,+55 (84) 9 6300 2898,nascimentosara@example.net,Ruim,Email,7,Peixeiro,1,3086
783.952.406-00,Eloah Carvalho,2006-11-10,Morro Davi Miguel Guerra,Alto Barroca,Sousa,Distrito Federal,+55 (62) 94812-6762,noah21@example.org,Regular,Call,1,Jogador de badminton,9,2521
480.675.193-66,Pedro Lucas Castro,1997-09-08,"Pátio de Moreira, 28",Flamengo,Cardoso,Rio de Janeiro,+55 42 91107 9490,esther63@example.com,Ruim,Email,5,Instrumentador cirúrgico,4,9620
267.184.359-37,Dra. Maria Helena Fogaça,1945-11-09,"Campo de Pinto, 30",Conjunto Lagoa,Peixoto,Distrito Federal,+55 52 94809-6707,luiz-henrique64@example.net,Ótimo,Chat,7,Urologista,7,5476
467.315.089-93,Joaquim Almeida,1983-10-28,"Lago Ana Cecília Barbosa, 995",Primeiro De Maio,Almeida Verde,Rondônia,+55 86 91217 4031,egomes@example.org,Regular,Email,6,Serventuário,4,6986
648.329.175-28,Alícia Moraes,1960-06-07,Avenida Diego Garcia,Vila Engenho Nogueira,Cunha,Espírito Santo,+55 (04) 97351-5544,ana-juliafreitas@example.org,Péssimo,Call,7,Designer gráfico,5,5259
826.135.974-37,Levi Borges,1999-03-09,"Favela Câmara, 648",Eymard,da Mata,Goiás,+55 (008) 94257 6211,theodoropereira@example.net,Regular,Chat,9,Profissional de comércio exterior,4,5427
501.638.294-89,Aylla Duarte,1981-08-01,Rua Marcela Almeida,Nova Suíça,da Paz,Sergipe,+55 71 9 8992-0467,rda-rosa@example.org,Péssimo,Email,6,Engenheiro de computação,8,1896
196.850.342-06,Ravy Costela,1994-10-29,Ladeira João Machado,Santo André,Vasconcelos,Amapá,+55 (62) 96736-7024,wmoraes@example.net,Bom,Call,11,Programador,1,8173
182.937.460-50,Yasmin Rocha,1950-01-14,"Vereda da Luz, 397",Jardim Do Vale,da Costa,Minas Gerais,+55 (64) 9 1194 4416,abreujade@example.net,Ótimo,Email,5,Assistente de direção,8,2614
681.305.729-40,Pedro Lucas Camargo,1976-01-21,"Trecho de Jesus, 894",Suzana,Araújo do Oeste,Minas Gerais,+55 (33) 9 6913 8701,marquesjuliana@example.org,Péssimo,Chat,5,Confeiteiro,4,2257
937.201.846-50,Gabriela Pimenta,1985-04-14,"Trevo Melo, 2",Padre Eustáquio,das Neves,Roraima,+55 76 9 0231-2604,oda-mata@example.org,Regular,Chat,4,Engenheiro ambiental,7,3236
937.185.602-59,Theodoro Câmara,1970-07-10,"Lagoa de Leão, 49",Conjunto Jatoba,da Costa,Rio Grande do Sul,+55 (16) 91106 6395,ravy58@example.net,Bom,Chat,5,Político,5,3249
098.351.276-03,Bryan Costela,1973-06-05,Lagoa Siqueira,Santa Efigênia,Montenegro Verde,Bahia,+55 10 94718-2608,rodriguesolivia@example.org,Ruim,Call,6,Coronel,10,8739
308.729.456-00,Maria Sophia Cardoso,1962-04-29,"Trevo de Abreu, 1",Vila Jardim Montanhes,Pimenta,Rio Grande do Norte,+55 (034) 90482 6314,trocha@example.net,Regular,Call,10,Médico cirurgião,6,6869
382.675.149-37,Ayla Sá,1966-12-04,Largo Nathan Souza,Unidas,Pereira,Goiás,+55 27 9 5348-9666,ymonteiro@example.net,Ótimo,Chat,2,Profissional de informática,6,4250
034.865.912-15,Alice Nascimento,1977-09-17,"Loteamento Igor Oliveira, 934",Madre Gertrudes,Moura da Prata,Minas Gerais,+55 05 9 7766-2410,zvasconcelos@example.net,Bom,Email,12,Produtor de eventos,2,3750
506.948.217-30,Maria Luísa Novais,1970-06-03,"Feira Antônio Cassiano, 8",Apolonia,Farias de Minas,Ceará,+55 97 98676-9120,marquesrodrigo@example.com,Ótimo,Call,3,Modelista,10,7280
105.349.826-89,Emanuella Câmara,1991-05-16,Estação Lara Nascimento,Tupi A,Albuquerque de Novaes,Tocantins,+55 (86) 91202-8362,novaisisabelly@example.org,Ótimo,Call,2,Técnico em óptica,5,1668
635.724.819-37,Pedro Lucas Peixoto,1963-09-30,"Quadra Luna Aparecida, 89",Ventosa,Mendes da Serra,Pará,+55 (09) 97059 7530,da-luzrodrigo@example.net,Bom,Email,4,Manicure,6,9198
138.076.529-30,Julia Cunha,1976-08-20,"Fazenda Davi Luiz Macedo, 32",Aeroporto,Gomes dos Dourados,Acre,+55 06 93095-7916,rnovaes@example.org,Ruim,Call,6,Bedel,1,4280
526.108.743-08,Raquel Albuquerque,1976-10-20,"Viela de Costela, 63",Vila Da Ária,Pinto,Rio Grande do Sul,+55 (086) 97901-1236,psousa@example.org,Ruim,Chat,11,Jornaleiro,1,7375
819.752.036-40,Liam Melo,1988-02-19,"Trevo Murilo Gomes, 6",Conjunto Bonsucesso,da Rocha do Amparo,Sergipe,+55 (083) 93532 6800,diogoleao@example.com,Péssimo,Chat,6,Embalador,2,7264
520.738.946-74,Marcos Vinicius Moraes,1990-06-29,"Passarela Sampaio, 5",Vila Barragem Santa Lúcia,Costela,Rio Grande do Sul,+55 (061) 90784-9840,casa-grandeluana@example.org,Péssimo,Chat,12,Marceneiro,8,8620
281.679.350-86,Dra. Ana Lívia Silveira,1972-02-10,"Condomínio de Sá, 8",Nova Gameleira,Rezende,Rio Grande do Sul,+55 (34) 9 3876-2474,evasconcelos@example.com,Ótimo,Email,7,Administrador,9,3505
790.865.421-58,Luana Melo,1984-09-08,"Trevo Rodrigo Teixeira, 17",Vila Nossa Senhora Do Rosário,Porto,Paraíba,+55 58 9 5896 4177,mariahbrito@example.net,Ruim,Call,9,Protético dentário,10,9376
942.613.750-52,Eduarda Sales,1956-10-06,"Lago Alice Rodrigues, 768",Flavio Marques Lisboa,Costela,Ceará,+55 09 9 0715-1071,mmonteiro@example.net,Bom,Email,3,Profissional de recursos humanos,3,9880
951.472.038-50,Carlos Eduardo Rezende,1965-11-02,"Distrito Moraes, 76",Guaratã,Rios,Rondônia,+55 14 99915-0016,das-nevesdavi-luiz@example.com,Ótimo,Chat,3,Técnico em edificações,9,2905
509.287.364-74,Levi Freitas,1997-09-27,"Fazenda Maria Eduarda Siqueira, 542",Vila Califórnia,Monteiro,Mato Grosso do Sul,+55 (000) 94887 8059,zcamargo@example.com,Ótimo,Call,1,Profissional de cinema,6,9810
328.401.596-51,Brenda da Mata,1959-10-09,"Chácara de Souza, 46",São Francisco,Monteiro,Espírito Santo,+55 04 9 6275-2673,isabellaalmeida@example.net,Ruim,Email,6,Windsurfer,1,3779
639.257.048-92,Ayla Ribeiro,1968-08-08,Chácara Brayan Lima,Vila São João Batista,Ferreira,Piauí,+55 (21) 98493 6931,miguelfogaca@example.com,Ótimo,Email,9,Sargento,9,9890
